"","year","player_name","ranking","top_10","wins","score_average","rounds","bounce_back","driving_accuracy","driving_distance","par5_SA","gir","hole_proximity","putts_round","scramble","sg_t2g","sg_total"
"1",2016,"Aaron Baddeley","146",0,0,71.539,34,18.48,57.56,284.5,4.55,64.71,"757.167",28.38,62.5,-0.556,-0.612
"2",2017,"Aaron Baddeley","146",0,0,71.539,34,18.48,57.56,284.5,4.55,64.71,"757.167",28.38,62.5,-0.556,-0.612
"3",2018,"Aaron Baddeley","146",0,0,71.539,34,18.48,57.56,284.5,4.55,64.71,"757.167",28.38,62.5,-0.556,-0.612
"4",2019,"Aaron Baddeley","146",0,0,71.539,34,18.48,57.56,284.5,4.55,64.71,"757.167",28.38,62.5,-0.556,-0.612
"5",2016,"Aaron Wise","104",1,0,70.907,44,22.88,54.9,302.5,4.61,70.96,"1,615.333",30,60,0.752,-0.042
"6",2017,"Aaron Wise","104",1,0,70.907,44,22.88,54.9,302.5,4.61,70.96,"1,615.333",30,60,0.752,-0.042
"7",2018,"Aaron Wise","104",1,0,70.907,44,22.88,54.9,302.5,4.61,70.96,"1,615.333",30,60,0.752,-0.042
"8",2019,"Aaron Wise","104",1,0,70.907,44,22.88,54.9,302.5,4.61,70.96,"1,615.333",30,60,0.752,-0.042
"9",2016,"Abraham Ancer","T53",2,0,70.548,59,26.15,72.45,290.5,4.58,70.44,"2,024.750",28.86,63.09,0.703,0.785
"10",2017,"Abraham Ancer","T53",2,0,70.548,59,26.15,72.45,290.5,4.58,70.44,"2,024.750",28.86,63.09,0.703,0.785
"11",2018,"Abraham Ancer","T53",2,0,70.548,59,26.15,72.45,290.5,4.58,70.44,"2,024.750",28.86,63.09,0.703,0.785
"12",2019,"Abraham Ancer","T53",2,0,70.548,59,26.15,72.45,290.5,4.58,70.44,"2,024.750",28.86,63.09,0.703,0.785
"13",2016,"Adam Hadwin","102",1,0,71.115,54,24.53,61.97,294.4,4.72,62.35,"2,164.000",28.41,60.66,0.039,0.364
"14",2017,"Adam Hadwin","102",1,0,71.115,54,24.53,61.97,294.4,4.72,62.35,"2,164.000",28.41,60.66,0.039,0.364
"15",2018,"Adam Hadwin","102",1,0,71.115,54,24.53,61.97,294.4,4.72,62.35,"2,164.000",28.41,60.66,0.039,0.364
"16",2019,"Adam Hadwin","102",1,0,71.115,54,24.53,61.97,294.4,4.72,62.35,"2,164.000",28.41,60.66,0.039,0.364
"17",2016,"Adam Long","T127",2,0,71.183,55,17.81,65.42,290,4.66,63.46,"2,110.167",28.58,58.77,-0.437,-0.573
"18",2017,"Adam Long","T127",2,0,71.183,55,17.81,65.42,290,4.66,63.46,"2,110.167",28.58,58.77,-0.437,-0.573
"19",2018,"Adam Long","T127",2,0,71.183,55,17.81,65.42,290,4.66,63.46,"2,110.167",28.58,58.77,-0.437,-0.573
"20",2019,"Adam Long","T127",2,0,71.183,55,17.81,65.42,290,4.66,63.46,"2,110.167",28.58,58.77,-0.437,-0.573
"21",2016,"Adam Schenk","T135",0,0,71.309,64,22.16,59.62,297.5,4.58,64.84,"1,935.917",28.7,64.69,0.102,0.02
"22",2017,"Adam Schenk","T135",0,0,71.309,64,22.16,59.62,297.5,4.58,64.84,"1,935.917",28.7,64.69,0.102,0.02
"23",2018,"Adam Schenk","T135",0,0,71.309,64,22.16,59.62,297.5,4.58,64.84,"1,935.917",28.7,64.69,0.102,0.02
"24",2019,"Adam Schenk","T135",0,0,71.309,64,22.16,59.62,297.5,4.58,64.84,"1,935.917",28.7,64.69,0.102,0.02
"25",2016,"Adam Scott","80",1,0,70.914,44,30.34,54.38,308,4.65,65.91,"1,699.833",29.23,49.26,0.211,0.552
"26",2017,"Adam Scott","80",1,0,70.914,44,30.34,54.38,308,4.65,65.91,"1,699.833",29.23,49.26,0.211,0.552
"27",2018,"Adam Scott","80",1,0,70.914,44,30.34,54.38,308,4.65,65.91,"1,699.833",29.23,49.26,0.211,0.552
"28",2019,"Adam Scott","80",1,0,70.914,44,30.34,54.38,308,4.65,65.91,"1,699.833",29.23,49.26,0.211,0.552
"29",2016,"Alex Noren","119",0,0,71.135,52,16.22,53.74,298.9,4.5,61.22,"2,352.583",28.21,60.33,-0.141,0.09
"30",2017,"Alex Noren","119",0,0,71.135,52,16.22,53.74,298.9,4.5,61.22,"2,352.583",28.21,60.33,-0.141,0.09
"31",2018,"Alex Noren","119",0,0,71.135,52,16.22,53.74,298.9,4.5,61.22,"2,352.583",28.21,60.33,-0.141,0.09
"32",2019,"Alex Noren","119",0,0,71.135,52,16.22,53.74,298.9,4.5,61.22,"2,352.583",28.21,60.33,-0.141,0.09
"33",2016,"Andrew Landry","T175",1,0,72.316,48,17.69,68.21,290.9,4.7,63.19,"2,103.500",28.79,57.86,-0.274,-0.742
"34",2017,"Andrew Landry","T175",1,0,72.316,48,17.69,68.21,290.9,4.7,63.19,"2,103.500",28.79,57.86,-0.274,-0.742
"35",2018,"Andrew Landry","T175",1,0,72.316,48,17.69,68.21,290.9,4.7,63.19,"2,103.500",28.79,57.86,-0.274,-0.742
"36",2019,"Andrew Landry","T175",1,0,72.316,48,17.69,68.21,290.9,4.7,63.19,"2,103.500",28.79,57.86,-0.274,-0.742
"37",2016,"Andrew Putnam","114",3,0,71.061,61,18.31,60.56,284.8,4.66,66.21,"2,184.833",28.7,64.96,-0.268,0.129
"38",2017,"Andrew Putnam","114",3,0,71.061,61,18.31,60.56,284.8,4.66,66.21,"2,184.833",28.7,64.96,-0.268,0.129
"39",2018,"Andrew Putnam","114",3,0,71.061,61,18.31,60.56,284.8,4.66,66.21,"2,184.833",28.7,64.96,-0.268,0.129
"40",2019,"Andrew Putnam","114",3,0,71.061,61,18.31,60.56,284.8,4.66,66.21,"2,184.833",28.7,64.96,-0.268,0.129
"41",2016,"Anirban Lahiri","64",2,0,70.959,40,25.24,50,296.4,4.55,63.33,"1,092.833",27.9,62.5,-0.06,0.099
"42",2017,"Anirban Lahiri","64",2,0,70.959,40,25.24,50,296.4,4.55,63.33,"1,092.833",27.9,62.5,-0.06,0.099
"43",2018,"Anirban Lahiri","64",2,0,70.959,40,25.24,50,296.4,4.55,63.33,"1,092.833",27.9,62.5,-0.06,0.099
"44",2019,"Anirban Lahiri","64",2,0,70.959,40,25.24,50,296.4,4.55,63.33,"1,092.833",27.9,62.5,-0.06,0.099
"45",2016,"Austin Cook","110",1,0,71.161,46,23.48,65.63,291.2,4.73,65.34,"1,795.250",28.37,62.02,-0.075,0.199
"46",2017,"Austin Cook","110",1,0,71.161,46,23.48,65.63,291.2,4.73,65.34,"1,795.250",28.37,62.02,-0.075,0.199
"47",2018,"Austin Cook","110",1,0,71.161,46,23.48,65.63,291.2,4.73,65.34,"1,795.250",28.37,62.02,-0.075,0.199
"48",2019,"Austin Cook","110",1,0,71.161,46,23.48,65.63,291.2,4.73,65.34,"1,795.250",28.37,62.02,-0.075,0.199
"49",2016,"Beau Hossler","170",0,0,72.163,54,18.24,53.98,303.1,4.63,62.35,"2,069.750",28.37,59.02,-0.845,-0.744
"50",2017,"Beau Hossler","170",0,0,72.163,54,18.24,53.98,303.1,4.63,62.35,"2,069.750",28.37,59.02,-0.845,-0.744
"51",2018,"Beau Hossler","170",0,0,72.163,54,18.24,53.98,303.1,4.63,62.35,"2,069.750",28.37,59.02,-0.845,-0.744
"52",2019,"Beau Hossler","170",0,0,72.163,54,18.24,53.98,303.1,4.63,62.35,"2,069.750",28.37,59.02,-0.845,-0.744
"53",2016,"Ben Martin","164",1,0,71.945,28,20.29,65.31,292,4.56,62.7,"499.250",28.14,62.77,-0.43,-0.347
"54",2017,"Ben Martin","164",1,0,71.945,28,20.29,65.31,292,4.56,62.7,"499.250",28.14,62.77,-0.43,-0.347
"55",2018,"Ben Martin","164",1,0,71.945,28,20.29,65.31,292,4.56,62.7,"499.250",28.14,62.77,-0.43,-0.347
"56",2019,"Ben Martin","164",1,0,71.945,28,20.29,65.31,292,4.56,62.7,"499.250",28.14,62.77,-0.43,-0.347
"57",2016,"Ben Taylor","T185",0,0,72.138,32,20.69,50.22,289.4,4.55,63.37,"417.833",28.38,62.56,-0.78,-0.416
"58",2017,"Ben Taylor","T185",0,0,72.138,32,20.69,50.22,289.4,4.55,63.37,"417.833",28.38,62.56,-0.78,-0.416
"59",2018,"Ben Taylor","T185",0,0,72.138,32,20.69,50.22,289.4,4.55,63.37,"417.833",28.38,62.56,-0.78,-0.416
"60",2019,"Ben Taylor","T185",0,0,72.138,32,20.69,50.22,289.4,4.55,63.37,"417.833",28.38,62.56,-0.78,-0.416
"61",2016,"Bernd Wiesberger","213",1,0,NA,NA,10.42,60.2,291.6,4.78,62.9,"982.750",29.57,52.41,0.321,0.223
"62",2017,"Bernd Wiesberger","213",1,0,NA,NA,10.42,60.2,291.6,4.78,62.9,"982.750",29.57,52.41,0.321,0.223
"63",2018,"Bernd Wiesberger","213",1,0,NA,NA,10.42,60.2,291.6,4.78,62.9,"982.750",29.57,52.41,0.321,0.223
"64",2019,"Bernd Wiesberger","213",1,0,NA,NA,10.42,60.2,291.6,4.78,62.9,"982.750",29.57,52.41,0.321,0.223
"65",2016,"Bill Haas","196",0,0,72.095,30,20,55.95,292.1,4.65,63.7,"913.833",28.4,62.76,-0.576,-0.521
"66",2017,"Bill Haas","196",0,0,72.095,30,20,55.95,292.1,4.65,63.7,"913.833",28.4,62.76,-0.576,-0.521
"67",2018,"Bill Haas","196",0,0,72.095,30,20,55.95,292.1,4.65,63.7,"913.833",28.4,62.76,-0.576,-0.521
"68",2019,"Bill Haas","196",0,0,72.095,30,20,55.95,292.1,4.65,63.7,"913.833",28.4,62.76,-0.576,-0.521
"69",2016,"Billy Horschel","62",5,1,70.974,63,23.31,66.2,294.5,4.55,67.56,"2,329.667",28.55,63,0.1,0.572
"70",2017,"Billy Horschel","62",5,1,70.974,63,23.31,66.2,294.5,4.55,67.56,"2,329.667",28.55,63,0.1,0.572
"71",2018,"Billy Horschel","62",5,1,70.974,63,23.31,66.2,294.5,4.55,67.56,"2,329.667",28.55,63,0.1,0.572
"72",2019,"Billy Horschel","62",5,1,70.974,63,23.31,66.2,294.5,4.55,67.56,"2,329.667",28.55,63,0.1,0.572
"73",2016,"Bo Hoag","109",0,0,71.192,56,19.57,61.51,292.8,4.55,66.87,"1,852.583",29.02,63.77,0.128,0.109
"74",2017,"Bo Hoag","109",0,0,71.192,56,19.57,61.51,292.8,4.55,66.87,"1,852.583",29.02,63.77,0.128,0.109
"75",2018,"Bo Hoag","109",0,0,71.192,56,19.57,61.51,292.8,4.55,66.87,"1,852.583",29.02,63.77,0.128,0.109
"76",2019,"Bo Hoag","109",0,0,71.192,56,19.57,61.51,292.8,4.55,66.87,"1,852.583",29.02,63.77,0.128,0.109
"77",2016,"Bo Van Pelt","T201",0,0,72.602,42,18.49,62.46,292.8,4.58,61.38,"1,526.000",28.74,53.77,-1.278,-1.56
"78",2017,"Bo Van Pelt","T201",0,0,72.602,42,18.49,62.46,292.8,4.58,61.38,"1,526.000",28.74,53.77,-1.278,-1.56
"79",2018,"Bo Van Pelt","T201",0,0,72.602,42,18.49,62.46,292.8,4.58,61.38,"1,526.000",28.74,53.77,-1.278,-1.56
"80",2019,"Bo Van Pelt","T201",0,0,72.602,42,18.49,62.46,292.8,4.58,61.38,"1,526.000",28.74,53.77,-1.278,-1.56
"81",2016,"Branden Grace","115",1,1,70.994,54,21.38,55.7,293.4,4.62,64.71,"1,742.750",28.63,60.06,0.026,-0.032
"82",2017,"Branden Grace","115",1,1,70.994,54,21.38,55.7,293.4,4.62,64.71,"1,742.750",28.63,60.06,0.026,-0.032
"83",2018,"Branden Grace","115",1,1,70.994,54,21.38,55.7,293.4,4.62,64.71,"1,742.750",28.63,60.06,0.026,-0.032
"84",2019,"Branden Grace","115",1,1,70.994,54,21.38,55.7,293.4,4.62,64.71,"1,742.750",28.63,60.06,0.026,-0.032
"85",2016,"Brandon Hagy","T123",1,0,71.804,46,21.01,51.4,309.9,4.61,63.77,"1,448.917",28.96,57.67,0.227,-0.182
"86",2017,"Brandon Hagy","T123",1,0,71.804,46,21.01,51.4,309.9,4.61,63.77,"1,448.917",28.96,57.67,0.227,-0.182
"87",2018,"Brandon Hagy","T123",1,0,71.804,46,21.01,51.4,309.9,4.61,63.77,"1,448.917",28.96,57.67,0.227,-0.182
"88",2019,"Brandon Hagy","T123",1,0,71.804,46,21.01,51.4,309.9,4.61,63.77,"1,448.917",28.96,57.67,0.227,-0.182
"89",2016,"Brandt Snedeker","126",2,0,71.516,52,20.36,63.4,287.9,4.45,61.86,"2,165.667",28.15,57.14,-0.141,0.265
"90",2017,"Brandt Snedeker","126",2,0,71.516,52,20.36,63.4,287.9,4.45,61.86,"2,165.667",28.15,57.14,-0.141,0.265
"91",2018,"Brandt Snedeker","126",2,0,71.516,52,20.36,63.4,287.9,4.45,61.86,"2,165.667",28.15,57.14,-0.141,0.265
"92",2019,"Brandt Snedeker","126",2,0,71.516,52,20.36,63.4,287.9,4.45,61.86,"2,165.667",28.15,57.14,-0.141,0.265
"93",2016,"Brendan Steele","48",3,0,71.229,58,23.19,63.12,299.9,4.61,66.67,"2,249.417",28.76,61.21,0.695,0.459
"94",2017,"Brendan Steele","48",3,0,71.229,58,23.19,63.12,299.9,4.61,66.67,"2,249.417",28.76,61.21,0.695,0.459
"95",2018,"Brendan Steele","48",3,0,71.229,58,23.19,63.12,299.9,4.61,66.67,"2,249.417",28.76,61.21,0.695,0.459
"96",2019,"Brendan Steele","48",3,0,71.229,58,23.19,63.12,299.9,4.61,66.67,"2,249.417",28.76,61.21,0.695,0.459
"97",2016,"Brendon Todd","41",1,0,71.023,65,25.9,73.62,275.6,4.45,63.62,"2,413.083",27.92,61.58,-0.422,0.464
"98",2017,"Brendon Todd","41",1,0,71.023,65,25.9,73.62,275.6,4.45,63.62,"2,413.083",27.92,61.58,-0.422,0.464
"99",2018,"Brendon Todd","41",1,0,71.023,65,25.9,73.62,275.6,4.45,63.62,"2,413.083",27.92,61.58,-0.422,0.464
"100",2019,"Brendon Todd","41",1,0,71.023,65,25.9,73.62,275.6,4.45,63.62,"2,413.083",27.92,61.58,-0.422,0.464
"101",2016,"Brian Gay","T191",1,1,72.211,42,16.15,56.59,287.3,4.6,60.98,"1,726.500",28.36,58.98,-1.373,-1.261
"102",2017,"Brian Gay","T191",1,1,72.211,42,16.15,56.59,287.3,4.6,60.98,"1,726.500",28.36,58.98,-1.373,-1.261
"103",2018,"Brian Gay","T191",1,1,72.211,42,16.15,56.59,287.3,4.6,60.98,"1,726.500",28.36,58.98,-1.373,-1.261
"104",2019,"Brian Gay","T191",1,1,72.211,42,16.15,56.59,287.3,4.6,60.98,"1,726.500",28.36,58.98,-1.373,-1.261
"105",2016,"Brian Harman","34",3,0,70.197,67,25.17,66.16,292.6,4.49,65.23,"2,581.083",28.18,63.92,0.461,1.034
"106",2017,"Brian Harman","34",3,0,70.197,67,25.17,66.16,292.6,4.49,65.23,"2,581.083",28.18,63.92,0.461,1.034
"107",2018,"Brian Harman","34",3,0,70.197,67,25.17,66.16,292.6,4.49,65.23,"2,581.083",28.18,63.92,0.461,1.034
"108",2019,"Brian Harman","34",3,0,70.197,67,25.17,66.16,292.6,4.49,65.23,"2,581.083",28.18,63.92,0.461,1.034
"109",2016,"Brian Stuard","141",1,0,71.453,64,20.45,71.64,280.1,4.63,65.63,"1,941.667",28.69,58.84,-0.172,-0.109
"110",2017,"Brian Stuard","141",1,0,71.453,64,20.45,71.64,280.1,4.63,65.63,"1,941.667",28.69,58.84,-0.172,-0.109
"111",2018,"Brian Stuard","141",1,0,71.453,64,20.45,71.64,280.1,4.63,65.63,"1,941.667",28.69,58.84,-0.172,-0.109
"112",2019,"Brian Stuard","141",1,0,71.453,64,20.45,71.64,280.1,4.63,65.63,"1,941.667",28.69,58.84,-0.172,-0.109
"113",2016,"Brice Garnett","T53",2,0,70.84,62,17.69,70.6,288.6,4.51,67.47,"2,022.667",28.69,65.56,-0.378,0.117
"114",2017,"Brice Garnett","T53",2,0,70.84,62,17.69,70.6,288.6,4.51,67.47,"2,022.667",28.69,65.56,-0.378,0.117
"115",2018,"Brice Garnett","T53",2,0,70.84,62,17.69,70.6,288.6,4.51,67.47,"2,022.667",28.69,65.56,-0.378,0.117
"116",2019,"Brice Garnett","T53",2,0,70.84,62,17.69,70.6,288.6,4.51,67.47,"2,022.667",28.69,65.56,-0.378,0.117
"117",2016,"Bronson Burgoon","148",0,0,71.416,46,18.18,58.26,297.1,4.76,67.51,"1,660.583",29.37,55.76,-0.214,-0.479
"118",2017,"Bronson Burgoon","148",0,0,71.416,46,18.18,58.26,297.1,4.76,67.51,"1,660.583",29.37,55.76,-0.214,-0.479
"119",2018,"Bronson Burgoon","148",0,0,71.416,46,18.18,58.26,297.1,4.76,67.51,"1,660.583",29.37,55.76,-0.214,-0.479
"120",2019,"Bronson Burgoon","148",0,0,71.416,46,18.18,58.26,297.1,4.76,67.51,"1,660.583",29.37,55.76,-0.214,-0.479
"121",2016,"Brooks Koepka","9",4,1,70.159,32,28.09,54.73,307.7,4.54,67.53,"1,131.333",28.5,57.75,1.096,1.874
"122",2017,"Brooks Koepka","9",4,1,70.159,32,28.09,54.73,307.7,4.54,67.53,"1,131.333",28.5,57.75,1.096,1.874
"123",2018,"Brooks Koepka","9",4,1,70.159,32,28.09,54.73,307.7,4.54,67.53,"1,131.333",28.5,57.75,1.096,1.874
"124",2019,"Brooks Koepka","9",4,1,70.159,32,28.09,54.73,307.7,4.54,67.53,"1,131.333",28.5,57.75,1.096,1.874
"125",2016,"Bryson DeChambeau","19",5,2,69.769,37,34.12,57.71,321.1,4.43,66.67,"1,323.083",28.74,61.27,2.099,2.533
"126",2017,"Bryson DeChambeau","19",5,2,69.769,37,34.12,57.71,321.1,4.43,66.67,"1,323.083",28.74,61.27,2.099,2.533
"127",2018,"Bryson DeChambeau","19",5,2,69.769,37,34.12,57.71,321.1,4.43,66.67,"1,323.083",28.74,61.27,2.099,2.533
"128",2019,"Bryson DeChambeau","19",5,2,69.769,37,34.12,57.71,321.1,4.43,66.67,"1,323.083",28.74,61.27,2.099,2.533
"129",2016,"Bubba Watson","T85",4,0,71.187,42,24.27,59.85,304.5,4.51,67.11,"1,484.500",29.66,60,1.132,0.671
"130",2017,"Bubba Watson","T85",4,0,71.187,42,24.27,59.85,304.5,4.51,67.11,"1,484.500",29.66,60,1.132,0.671
"131",2018,"Bubba Watson","T85",4,0,71.187,42,24.27,59.85,304.5,4.51,67.11,"1,484.500",29.66,60,1.132,0.671
"132",2019,"Bubba Watson","T85",4,0,71.187,42,24.27,59.85,304.5,4.51,67.11,"1,484.500",29.66,60,1.132,0.671
"133",2016,"Byeong Hun An","T165",1,0,72.154,48,19.57,51.35,298.2,4.59,63.77,"1,677.417",28.63,60.38,0.327,-0.806
"134",2017,"Byeong Hun An","T165",1,0,72.154,48,19.57,51.35,298.2,4.59,63.77,"1,677.417",28.63,60.38,0.327,-0.806
"135",2018,"Byeong Hun An","T165",1,0,72.154,48,19.57,51.35,298.2,4.59,63.77,"1,677.417",28.63,60.38,0.327,-0.806
"136",2019,"Byeong Hun An","T165",1,0,72.154,48,19.57,51.35,298.2,4.59,63.77,"1,677.417",28.63,60.38,0.327,-0.806
"137",2016,"C.T. Pan","155",2,0,71.235,54,22.86,59.57,293.8,4.68,63.99,"1,901.417",28.81,63.43,0.221,0.078
"138",2017,"C.T. Pan","155",2,0,71.235,54,22.86,59.57,293.8,4.68,63.99,"1,901.417",28.81,63.43,0.221,0.078
"139",2018,"C.T. Pan","155",2,0,71.235,54,22.86,59.57,293.8,4.68,63.99,"1,901.417",28.81,63.43,0.221,0.078
"140",2019,"C.T. Pan","155",2,0,71.235,54,22.86,59.57,293.8,4.68,63.99,"1,901.417",28.81,63.43,0.221,0.078
"141",2016,"Cameron Champ","108",1,0,72.244,46,20.69,57.45,318.4,4.53,66.43,"2,388.500",29.65,55.4,0.4,-0.501
"142",2017,"Cameron Champ","108",1,0,72.244,46,20.69,57.45,318.4,4.53,66.43,"2,388.500",29.65,55.4,0.4,-0.501
"143",2018,"Cameron Champ","108",1,0,72.244,46,20.69,57.45,318.4,4.53,66.43,"2,388.500",29.65,55.4,0.4,-0.501
"144",2019,"Cameron Champ","108",1,0,72.244,46,20.69,57.45,318.4,4.53,66.43,"2,388.500",29.65,55.4,0.4,-0.501
"145",2016,"Cameron Davis","56",2,0,70.642,54,28.76,53.72,311.3,4.59,65.95,"2,347.333",28.7,59.52,0.613,0.7
"146",2017,"Cameron Davis","56",2,0,70.642,54,28.76,53.72,311.3,4.59,65.95,"2,347.333",28.7,59.52,0.613,0.7
"147",2018,"Cameron Davis","56",2,0,70.642,54,28.76,53.72,311.3,4.59,65.95,"2,347.333",28.7,59.52,0.613,0.7
"148",2019,"Cameron Davis","56",2,0,70.642,54,28.76,53.72,311.3,4.59,65.95,"2,347.333",28.7,59.52,0.613,0.7
"149",2016,"Cameron Percy","T82",2,0,71.235,46,19.33,62.89,284.1,4.51,70.89,"1,264.333",29.13,59.34,-0.094,0.019
"150",2017,"Cameron Percy","T82",2,0,71.235,46,19.33,62.89,284.1,4.51,70.89,"1,264.333",29.13,59.34,-0.094,0.019
"151",2018,"Cameron Percy","T82",2,0,71.235,46,19.33,62.89,284.1,4.51,70.89,"1,264.333",29.13,59.34,-0.094,0.019
"152",2019,"Cameron Percy","T82",2,0,71.235,46,19.33,62.89,284.1,4.51,70.89,"1,264.333",29.13,59.34,-0.094,0.019
"153",2016,"Cameron Smith","12",6,1,69.983,57,24.8,58.2,297.6,4.3,65.53,"2,174.167",27.5,65.07,0.739,1.344
"154",2017,"Cameron Smith","12",6,1,69.983,57,24.8,58.2,297.6,4.3,65.53,"2,174.167",27.5,65.07,0.739,1.344
"155",2018,"Cameron Smith","12",6,1,69.983,57,24.8,58.2,297.6,4.3,65.53,"2,174.167",27.5,65.07,0.739,1.344
"156",2019,"Cameron Smith","12",6,1,69.983,57,24.8,58.2,297.6,4.3,65.53,"2,174.167",27.5,65.07,0.739,1.344
"157",2016,"Cameron Tringale","26",3,0,70.119,56,23.19,61.41,300.3,4.51,68.75,"2,310.167",28.66,61.59,0.788,1.175
"158",2017,"Cameron Tringale","26",3,0,70.119,56,23.19,61.41,300.3,4.51,68.75,"2,310.167",28.66,61.59,0.788,1.175
"159",2018,"Cameron Tringale","26",3,0,70.119,56,23.19,61.41,300.3,4.51,68.75,"2,310.167",28.66,61.59,0.788,1.175
"160",2019,"Cameron Tringale","26",3,0,70.119,56,23.19,61.41,300.3,4.51,68.75,"2,310.167",28.66,61.59,0.788,1.175
"161",2016,"Camilo Villegas","T130",2,0,71.231,45,20,53.5,293.2,4.71,64.32,"1,549.500",28.87,59.17,0.28,0.122
"162",2017,"Camilo Villegas","T130",2,0,71.231,45,20,53.5,293.2,4.71,64.32,"1,549.500",28.87,59.17,0.28,0.122
"163",2018,"Camilo Villegas","T130",2,0,71.231,45,20,53.5,293.2,4.71,64.32,"1,549.500",28.87,59.17,0.28,0.122
"164",2019,"Camilo Villegas","T130",2,0,71.231,45,20,53.5,293.2,4.71,64.32,"1,549.500",28.87,59.17,0.28,0.122
"165",2016,"Carlos Ortiz","32",3,1,70.838,55,25.21,60.64,303.8,4.53,68.38,"2,077.750",28.4,61.15,0.344,0.616
"166",2017,"Carlos Ortiz","32",3,1,70.838,55,25.21,60.64,303.8,4.53,68.38,"2,077.750",28.4,61.15,0.344,0.616
"167",2018,"Carlos Ortiz","32",3,1,70.838,55,25.21,60.64,303.8,4.53,68.38,"2,077.750",28.4,61.15,0.344,0.616
"168",2019,"Carlos Ortiz","32",3,1,70.838,55,25.21,60.64,303.8,4.53,68.38,"2,077.750",28.4,61.15,0.344,0.616
"169",2016,"Charl Schwartzel","T93",1,0,71.32,52,20.69,57.58,302.5,4.54,65.92,"2,148.750",28.79,61.76,0.267,0.193
"170",2017,"Charl Schwartzel","T93",1,0,71.32,52,20.69,57.58,302.5,4.54,65.92,"2,148.750",28.79,61.76,0.267,0.193
"171",2018,"Charl Schwartzel","T93",1,0,71.32,52,20.69,57.58,302.5,4.54,65.92,"2,148.750",28.79,61.76,0.267,0.193
"172",2019,"Charl Schwartzel","T93",1,0,71.32,52,20.69,57.58,302.5,4.54,65.92,"2,148.750",28.79,61.76,0.267,0.193
"173",2016,"Charles Howell III","150",1,0,70.711,50,17.65,60.29,297.8,4.57,66.56,"1,933.667",29.36,65.12,0.252,0.441
"174",2017,"Charles Howell III","150",1,0,70.711,50,17.65,60.29,297.8,4.57,66.56,"1,933.667",29.36,65.12,0.252,0.441
"175",2018,"Charles Howell III","150",1,0,70.711,50,17.65,60.29,297.8,4.57,66.56,"1,933.667",29.36,65.12,0.252,0.441
"176",2019,"Charles Howell III","150",1,0,70.711,50,17.65,60.29,297.8,4.57,66.56,"1,933.667",29.36,65.12,0.252,0.441
"177",2016,"Charley Hoffman","33",4,0,70.371,69,26.75,55.3,306.5,4.53,68.44,"2,326.917",28.55,64.29,1.122,1.398
"178",2017,"Charley Hoffman","33",4,0,70.371,69,26.75,55.3,306.5,4.53,68.44,"2,326.917",28.55,64.29,1.122,1.398
"179",2018,"Charley Hoffman","33",4,0,70.371,69,26.75,55.3,306.5,4.53,68.44,"2,326.917",28.55,64.29,1.122,1.398
"180",2019,"Charley Hoffman","33",4,0,70.371,69,26.75,55.3,306.5,4.53,68.44,"2,326.917",28.55,64.29,1.122,1.398
"181",2016,"Chase Seiffert","T127",1,0,71.044,54,20.77,62.17,291.9,4.65,67.28,"1,540.000",28.76,63.21,0.312,0.294
"182",2017,"Chase Seiffert","T127",1,0,71.044,54,20.77,62.17,291.9,4.65,67.28,"1,540.000",28.76,63.21,0.312,0.294
"183",2018,"Chase Seiffert","T127",1,0,71.044,54,20.77,62.17,291.9,4.65,67.28,"1,540.000",28.76,63.21,0.312,0.294
"184",2019,"Chase Seiffert","T127",1,0,71.044,54,20.77,62.17,291.9,4.65,67.28,"1,540.000",28.76,63.21,0.312,0.294
"185",2016,"Chesson Hadley","122",0,0,71.382,42,22.66,52.38,297.4,4.73,63.62,"1,333.000",28.43,56.73,-1.27,-0.239
"186",2017,"Chesson Hadley","122",0,0,71.382,42,22.66,52.38,297.4,4.73,63.62,"1,333.000",28.43,56.73,-1.27,-0.239
"187",2018,"Chesson Hadley","122",0,0,71.382,42,22.66,52.38,297.4,4.73,63.62,"1,333.000",28.43,56.73,-1.27,-0.239
"188",2019,"Chesson Hadley","122",0,0,71.382,42,22.66,52.38,297.4,4.73,63.62,"1,333.000",28.43,56.73,-1.27,-0.239
"189",2016,"Chez Reavie","T173",1,0,71.73,48,14.06,69.49,280.8,4.68,67.36,"1,708.000",29.46,57.8,0.553,-0.198
"190",2017,"Chez Reavie","T173",1,0,71.73,48,14.06,69.49,280.8,4.68,67.36,"1,708.000",29.46,57.8,0.553,-0.198
"191",2018,"Chez Reavie","T173",1,0,71.73,48,14.06,69.49,280.8,4.68,67.36,"1,708.000",29.46,57.8,0.553,-0.198
"192",2019,"Chez Reavie","T173",1,0,71.73,48,14.06,69.49,280.8,4.68,67.36,"1,708.000",29.46,57.8,0.553,-0.198
"193",2016,"Chris Baker","T185",0,0,72.408,32,18.82,66.07,285.9,4.61,64.76,"771.250",29.06,62.56,-0.268,-0.42
"194",2017,"Chris Baker","T185",0,0,72.408,32,18.82,66.07,285.9,4.61,64.76,"771.250",29.06,62.56,-0.268,-0.42
"195",2018,"Chris Baker","T185",0,0,72.408,32,18.82,66.07,285.9,4.61,64.76,"771.250",29.06,62.56,-0.268,-0.42
"196",2019,"Chris Baker","T185",0,0,72.408,32,18.82,66.07,285.9,4.61,64.76,"771.250",29.06,62.56,-0.268,-0.42
